ts,row_index,level,stage,idsbr,nama,match_value,note,screenshot
20251210_161209,72,OK,OPEN_TAB,12602302,INDUSTRI PEMBUATAN ROTI <YETIK MUNAWAROH> <YETIK MUNAWAROH>,12602302,Tab form baru terdeteksi (event page).,
20251210_161209,72,OK,FINAL_SKIP,12602302,INDUSTRI PEMBUATAN ROTI <YETIK MUNAWAROH> <YETIK MUNAWAROH>,12602302,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_161217,73,OK,OPEN_TAB,12425614,INDUSTRI PENGOLAHAN KOPRA <LA RUKU> <LA RUKU>,12425614,Tab form baru terdeteksi (event page).,
20251210_161217,73,OK,FINAL_SKIP,12425614,INDUSTRI PENGOLAHAN KOPRA <LA RUKU> <LA RUKU>,12425614,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_161224,74,OK,OPEN_TAB,14245251,MENJUAL MAKANAN JADI <IRMA DEWINATI> <IRMA DEWINATI>,14245251,Tab form baru terdeteksi (event page).,
20251210_161225,74,OK,FINAL_SKIP,14245251,MENJUAL MAKANAN JADI <IRMA DEWINATI> <IRMA DEWINATI>,14245251,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_161232,75,OK,OPEN_TAB,14786717,INDUSTRI MAKANAN JADI <KIKI ANRIANI> <KIKI ANRIANI>,14786717,Tab form baru terdeteksi (event page).,
20251210_161250,75,OK,FILL,14786717,INDUSTRI MAKANAN JADI <KIKI ANRIANI> <KIKI ANRIANI>,14786717,"Form terisi (update=9, skip=9)",
20251210_161258,75,OK,SUBMIT,14786717,INDUSTRI MAKANAN JADI <KIKI ANRIANI> <KIKI ANRIANI>,14786717,Submit final sukses,
20251210_161259,75,OK,ROW_DONE,14786717,INDUSTRI MAKANAN JADI <KIKI ANRIANI> <KIKI ANRIANI>,14786717,Baris selesai diproses,
20251210_161307,76,OK,OPEN_TAB,15615434,INDUSTRI PENGOLAHAN KOPRA <AUSI> <AUSI>,15615434,Tab form baru terdeteksi (event page).,
20251210_161307,76,OK,FINAL_SKIP,15615434,INDUSTRI PENGOLAHAN KOPRA <AUSI> <AUSI>,15615434,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_161314,77,OK,OPEN_TAB,15340030,JUAL BELI IKAN <WASIA> <WASIA>,15340030,Tab form baru terdeteksi (event page).,
20251210_161333,77,OK,FILL,15340030,JUAL BELI IKAN <WASIA> <WASIA>,15340030,"Form terisi (update=9, skip=9)",
20251210_161338,77,OK,SUBMIT,15340030,JUAL BELI IKAN <WASIA> <WASIA>,15340030,Submit final sukses,
20251210_161339,77,OK,ROW_DONE,15340030,JUAL BELI IKAN <WASIA> <WASIA>,15340030,Baris selesai diproses,
20251210_161346,78,OK,OPEN_TAB,14584778,INDUSTRI PENGOLAHAN KOPRA <SINARUDIN> <SINARUDIN>,14584778,Tab form baru terdeteksi (event page).,
20251210_161347,78,OK,FINAL_SKIP,14584778,INDUSTRI PENGOLAHAN KOPRA <SINARUDIN> <SINARUDIN>,14584778,CODE:FINAL_ALREADY_SUBMITTED Dilewati: form sudah final (tombol Cancel Submit terlihat).,
20251210_161354,79,OK,OPEN_TAB,14803263,PERDAGANGAN ECERAN SEMBAKO <SAHMAN> <SAHMAN>,14803263,Tab form baru terdeteksi (event page).,
20251210_161413,79,OK,FILL,14803263,PERDAGANGAN ECERAN SEMBAKO <SAHMAN> <SAHMAN>,14803263,"Form terisi (update=9, skip=9)",
20251210_161419,79,OK,SUBMIT,14803263,PERDAGANGAN ECERAN SEMBAKO <SAHMAN> <SAHMAN>,14803263,Submit final sukses,
20251210_161420,79,OK,ROW_DONE,14803263,PERDAGANGAN ECERAN SEMBAKO <SAHMAN> <SAHMAN>,14803263,Baris selesai diproses,
20251210_161429,80,OK,OPEN_TAB,13988630,INDUSTRI PENGOLAHAN KOPRA <HALWIA> <HALWIA>,13988630,Tab form baru terdeteksi (event page).,
20251210_161448,80,OK,FILL,13988630,INDUSTRI PENGOLAHAN KOPRA <HALWIA> <HALWIA>,13988630,"Form terisi (update=9, skip=9)",
20251210_161454,80,OK,SUBMIT,13988630,INDUSTRI PENGOLAHAN KOPRA <HALWIA> <HALWIA>,13988630,Submit final sukses,
20251210_161455,80,OK,ROW_DONE,13988630,INDUSTRI PENGOLAHAN KOPRA <HALWIA> <HALWIA>,13988630,Baris selesai diproses,
